Pavard?     Vardas        ND1  ND2  ND3  ND4  ND5   Egzaminas
Vardas2271  Pavarde2271     8    7    7    1    4          10
Vardas2272  Pavarde2272     8    1   10    8    2           1
Vardas2273  Pavarde2273     0    9    8    3    6           0
Vardas2274  Pavarde2274     5    3    8    3    6          10
Vardas2275  Pavarde2275    10    2    6    7    3           4
Vardas2276  Pavarde2276    10    4    7    9   10           0
Vardas2277  Pavarde2277     5    5    6    8    0           8
Vardas2278  Pavarde2278     5    6   10    9    6           0
Vardas2279  Pavarde2279     7    7    4    3    4           1
Vardas2280  Pavarde2280     8    3    7    9    1           8
Vardas2281  Pavarde2281     6    6    7    2    5           6
Vardas2282  Pavarde2282     8    1    9    2    9           9
Vardas2283  Pavarde2283    10    5    9    5    6           5
Vardas2284  Pavarde2284     4    3    8    2    3           9
Vardas2285  Pavarde2285     3    4    5   10    2           4
Vardas2286  Pavarde2286     0    9    8    0    5           9
Vardas2287  Pavarde2287     2    0    9    0   10           7
Vardas2288  Pavarde2288     8    3    5    5    1           0
Vardas2289  Pavarde2289     7    1    7    2    1           5
Vardas2290  Pavarde2290     5    6    8    8    5           9
Vardas2291  Pavarde2291     2    8    1    9    0           3
Vardas2292  Pavarde2292    10    8    3    7    5           1
Vardas2293  Pavarde2293     9    3    2    3    9           8
Vardas2294  Pavarde2294     5    7    0    1    5           2
Vardas2295  Pavarde2295     4    6    2    0   10           7
Vardas2296  Pavarde2296     5    2    1    7    6           5
Vardas2297  Pavarde2297     7    4    1    4    9           6
Vardas2298  Pavarde2298     8    9    6    4    5           0
Vardas2299  Pavarde2299     6    5   10    3    9           2
Vardas2300  Pavarde2300     5    5   10    8    5           2
Vardas2301  Pavarde2301     9    0    4    4    5           8
Vardas2302  Pavarde2302     2    1    5    0    3           2
Vardas2303  Pavarde2303     9    1    7    5   10           2
Vardas2304  Pavarde2304     4    9    5    9    4           1
Vardas2305  Pavarde2305     8    9    5    3    4           5
Vardas2306  Pavarde2306     8   10    0    9    4           3
Vardas2307  Pavarde2307    10    7    2    8    0           2
Vardas2308  Pavarde2308     6    9    6    4    9           7
Vardas2309  Pavarde2309     5    7    2    0    3           9
Vardas2310  Pavarde2310     0    8    1    0    4           3
Vardas2311  Pavarde2311     9    0    7    6    6           2
Vardas2312  Pavarde2312     6   10    8    8    0          10
Vardas2313  Pavarde2313     5    3    9    6    6           3
Vardas2314  Pavarde2314     2    9    4    1    4           9
Vardas2315  Pavarde2315     9    6    4    2    5           8
Vardas2316  Pavarde2316     9    4    1    0    1           7
Vardas2317  Pavarde2317     8    2    0    3   10           6
Vardas2318  Pavarde2318     2    2   10    8    0           9
Vardas2319  Pavarde2319     2    8    0    1    2           0
Vardas2320  Pavarde2320     5    7    2   10    4           2
Vardas2321  Pavarde2321     2    9    1    5    2           4
Vardas2322  Pavarde2322     6    5    8    9    9          10
Vardas2323  Pavarde2323     7    9    4   10    8           1
Vardas2324  Pavarde2324     3    1    6    8    9           7
Vardas2325  Pavarde2325     7    2    9    0    7           1
Vardas2326  Pavarde2326     7    4    1    2    9           6
Vardas2327  Pavarde2327     5    7    5   10    4           3
Vardas2328  Pavarde2328     3    1    6    8    5           5
Vardas2329  Pavarde2329     6    5   10    6    8           5
Vardas2330  Pavarde2330     0    0    9    0    1           9
Vardas2331  Pavarde2331     4    4   10    9    3           3
Vardas2332  Pavarde2332     7    4   10    9    1           2
Vardas2333  Pavarde2333     4    1    2    0    1           8
Vardas2334  Pavarde2334     3    8   10    6   10           2
Vardas2335  Pavarde2335     4    5    7    1    7          10
Vardas2336  Pavarde2336     6    2    3    3    5           7
Vardas2337  Pavarde2337     1   10    6    8    3           3
Vardas2338  Pavarde2338     7    9    2    5    3           7
Vardas2339  Pavarde2339     7   10    5   10    1           6
Vardas2340  Pavarde2340     6    5    1    7    7           8
Vardas2341  Pavarde2341     8   10   10    0    2           2
Vardas2342  Pavarde2342     5    0    2    5    4           6
Vardas2343  Pavarde2343     4    0    6    5    6           0
Vardas2344  Pavarde2344     4    9    9    9    1           1
Vardas2345  Pavarde2345     5    3    4    1    5           5
Vardas2346  Pavarde2346     0    2    4    8    6          10
Vardas2347  Pavarde2347     8    0    0    0    6           0
Vardas2348  Pavarde2348    10    9    7    2   10           2
Vardas2349  Pavarde2349     4    5    9    0    3          10
Vardas2350  Pavarde2350     2   10    0    6    6           6
Vardas2351  Pavarde2351     8    2    5    1    6           7
Vardas2352  Pavarde2352    10    5    4    6    6           0
Vardas2353  Pavarde2353     2    8    2    4    5           9
Vardas2354  Pavarde2354     9    3    3    0    5           3
Vardas2355  Pavarde2355    10    5    1    4    7           8
Vardas2356  Pavarde2356     4    9    7    5   10           6
Vardas2357  Pavarde2357     0    3    9    3    0          10
Vardas2358  Pavarde2358     5    0    3    4    8           8
Vardas2359  Pavarde2359    10    6    6    2    8           9
Vardas2360  Pavarde2360     7    5    1   10    6           9
Vardas2361  Pavarde2361     4    0    6    4    3           5
Vardas2362  Pavarde2362     6    9    4    2    3           5
Vardas2363  Pavarde2363     7    7    7    6    6           5
Vardas2364  Pavarde2364     8    1   10    5    2           1
Vardas2365  Pavarde2365     0    0    6    8    0           4
Vardas2366  Pavarde2366     1    2    0    3    2           4
Vardas2367  Pavarde2367     5    2    3    4    4           0
Vardas2368  Pavarde2368     4    3    7    1    5           1
Vardas2369  Pavarde2369     6    7    9    0    1           9
Vardas2370  Pavarde2370     9    7    2    9    6           5
Vardas2371  Pavarde2371     5    8    6    8    0           8
Vardas2372  Pavarde2372     5    7    2    6    7           6
Vardas2373  Pavarde2373    10    8    6    0    1           1
Vardas2374  Pavarde2374     5    2    6    8   10           4
Vardas2375  Pavarde2375     8    6    9    5    3           3
Vardas2376  Pavarde2376     0    6    0    8    4          10
Vardas2377  Pavarde2377     8    7    9    1    2           8
Vardas2378  Pavarde2378     1    5    9    6   10           8
Vardas2379  Pavarde2379    10    1    6    7    4           4
Vardas2380  Pavarde2380     6    6    7    7    7           6
Vardas2381  Pavarde2381     7    3    4    3    0           9
Vardas2382  Pavarde2382     5    8   10    1    7           6
Vardas2383  Pavarde2383    10    1    4    2    7           4
Vardas2384  Pavarde2384     3   10    3    4    0           7
Vardas2385  Pavarde2385     2   10   10    7   10           6
Vardas2386  Pavarde2386     3    1    0    3    3           7
Vardas2387  Pavarde2387     6    7    6    9    4           8
Vardas2388  Pavarde2388     4    0    8    9    5           0
Vardas2389  Pavarde2389     0    3    3    0    4           9
Vardas2390  Pavarde2390     0    9    8    8    2           5
Vardas2391  Pavarde2391     8    2    7   10    1           3
Vardas2392  Pavarde2392    10    8    6    0    6           4
Vardas2393  Pavarde2393     8    1    4    4    8           8
Vardas2394  Pavarde2394     8    3    5    5    3           8
Vardas2395  Pavarde2395     9    0    0    4    3           4
Vardas2396  Pavarde2396     7    7   10    8    2           9
Vardas2397  Pavarde2397     1   10    8    4    4           1
Vardas2398  Pavarde2398     6    7    3    0    8           7
Vardas2399  Pavarde2399     2    4    2    7    2           4
Vardas2400  Pavarde2400     9    3    0    9    6          10
Vardas2401  Pavarde2401     9   10    2    8    2           1
Vardas2402  Pavarde2402     5    1    6    7    7           4
Vardas2403  Pavarde2403     4    4    0    9    0          10
Vardas2404  Pavarde2404     3    4    9    1    6           7
Vardas2405  Pavarde2405    10    0    1   10    4           8
Vardas2406  Pavarde2406     7    5    9    9    3           7
Vardas2407  Pavarde2407     3    0    6    4    0           7
Vardas2408  Pavarde2408     8    1    1    8    9           9
Vardas2409  Pavarde2409     2    8    6    8    1           3
Vardas2410  Pavarde2410     9    3    5    6    1           6
Vardas2411  Pavarde2411     8    3    4    6    6           1
Vardas2412  Pavarde2412     1    5    9    5    7           4
Vardas2413  Pavarde2413    10    7    5   10    9           7
Vardas2414  Pavarde2414    10    9    0    7   10           3
Vardas2415  Pavarde2415     0    3    5    3    5           3
Vardas2416  Pavarde2416     1    6    8    9    4           9
Vardas2417  Pavarde2417     7    1    3    0    6           8
Vardas2418  Pavarde2418     0    2    0   10    0           1
Vardas2419  Pavarde2419     4    2    0    8    9           6
Vardas2420  Pavarde2420     0    4    8    7    3           5
Vardas2421  Pavarde2421     3    0    7    3    5           8
Vardas2422  Pavarde2422     8    3    7    9    8           6
Vardas2423  Pavarde2423    10   10    7    0    8           4
Vardas2424  Pavarde2424     2    8    2    4    5           5
Vardas2425  Pavarde2425     9    5    3   10    9          10
Vardas2426  Pavarde2426    10    2    8    2    3           6
Vardas2427  Pavarde2427    10    5    7    2   10          10
Vardas2428  Pavarde2428     0    7    1    1    9           6
Vardas2429  Pavarde2429     1    0    2    4    5           2
Vardas2430  Pavarde2430     2   10    0    9    7           2
Vardas2431  Pavarde2431     1    2    7    4    9           1
Vardas2432  Pavarde2432     9    2    5    6    1           8
Vardas2433  Pavarde2433     2    1    5    4    2           7
Vardas2434  Pavarde2434     8    7    5    5    7           0
Vardas2435  Pavarde2435     6    1    0    1    7           1
Vardas2436  Pavarde2436     8   10    3    1    0           4
Vardas2437  Pavarde2437     0    1    5    1    1           3
Vardas2438  Pavarde2438    10    0    8    3    6           3
Vardas2439  Pavarde2439     1    0    5    8    9           0
Vardas2440  Pavarde2440     6    5    7    2    9           7
Vardas2441  Pavarde2441     4    2    3    4    2           3
Vardas2442  Pavarde2442     5    1    5    9   10           7
Vardas2443  Pavarde2443     8    3    9    1    5           1
Vardas2444  Pavarde2444     8    9    6   10   10           9
Vardas2445  Pavarde2445    10    6    1    0    3           4
Vardas2446  Pavarde2446    10    6    6    8    0           9
Vardas2447  Pavarde2447     7    8   10    5    7           4
Vardas2448  Pavarde2448     5    4    6    4    2           6
Vardas2449  Pavarde2449     1    2    4    3   10           2
Vardas2450  Pavarde2450     2    0    3    3    3           4
Vardas2451  Pavarde2451     0    0    8    3   10           9
Vardas2452  Pavarde2452     1    0    3    5   10          10
Vardas2453  Pavarde2453    10    7    6    0    0           4
Vardas2454  Pavarde2454     3    1    4    0    3           7
Vardas2455  Pavarde2455     4    3    3    8    3           2
Vardas2456  Pavarde2456     5    5    8    3    6           2
Vardas2457  Pavarde2457     6    2    8    6    0           0
Vardas2458  Pavarde2458     6    8    0    5    7           4
Vardas2459  Pavarde2459     3   10   10    3    9           3
Vardas2460  Pavarde2460    10    3    9    7   10           6
Vardas2461  Pavarde2461     1    3    7    1   10           5
Vardas2462  Pavarde2462     2    2    4    7    0           4
Vardas2463  Pavarde2463     6    1    0   10    9           3
Vardas2464  Pavarde2464     1    4    4    2    7           5
Vardas2465  Pavarde2465     2    6   10   10    0           2
Vardas2466  Pavarde2466     4    0    4   10    5           0
Vardas2467  Pavarde2467     0    5    9    1   10           3
Vardas2468  Pavarde2468     8    6    3    6    0           4
Vardas2469  Pavarde2469     9    0    3    2    5          10
Vardas2470  Pavarde2470     8    4    8    9    2          10
Vardas2471  Pavarde2471     2    9    3    6    8           2
Vardas2472  Pavarde2472     4    0    9    6    0           2
Vardas2473  Pavarde2473     8    3    5    2    4           3
Vardas2474  Pavarde2474     7    1    0    1    8           8
Vardas2475  Pavarde2475     7    7    0   10    6          10
Vardas2476  Pavarde2476     4    2    8    0    0           9
Vardas2477  Pavarde2477     5    2    3    8    0           6
Vardas2478  Pavarde2478     8    4    1    1    3           2
Vardas2479  Pavarde2479     7    1    5    3    7          10
Vardas2480  Pavarde2480     7    9    7    8    1           4
Vardas2481  Pavarde2481     9    3   10    2    1           7
Vardas2482  Pavarde2482     1    6    4    5    9           2
Vardas2483  Pavarde2483     3    4   10    3    3           6
Vardas2484  Pavarde2484     4    7    3    9    1           9
Vardas2485  Pavarde2485     0    5    9    8    3           3
Vardas2486  Pavarde2486     2    6    3    4    5           8
Vardas2487  Pavarde2487    10    2    7   10    0           5
Vardas2488  Pavarde2488     0    1    3    2    9           0
Vardas2489  Pavarde2489     6    0   10    5    7          10
Vardas2490  Pavarde2490     4    9    6    6    7           2
Vardas2491  Pavarde2491     9    5    0   10    0           1
Vardas2492  Pavarde2492     7    4    7    1    1           4
Vardas2493  Pavarde2493     3    1    1    9    3           9
Vardas2494  Pavarde2494     7    7    2    0   10           9
Vardas2495  Pavarde2495     1    8   10    4    1          10
Vardas2496  Pavarde2496     7    2    5    1    1           6
Vardas2497  Pavarde2497     5    4    4    7    6          10
Vardas2498  Pavarde2498     1   10    5    1   10           2
Vardas2499  Pavarde2499     9    7    3    6    1           9
Vardas2500  Pavarde2500     0    7    3    8    0           3
Vardas2501  Pavarde2501     4    5   10    0    7           2
Vardas2502  Pavarde2502     3    6    3    3    2           1
Vardas2503  Pavarde2503     8    5   10    7    3           4
Vardas2504  Pavarde2504     9    6    9    6    3           9
Vardas2505  Pavarde2505     6    6    0    0    5           1
Vardas2506  Pavarde2506     0    8    2    6    3           5
Vardas2507  Pavarde2507     2    5    7    1    6           8
Vardas2508  Pavarde2508    10    4    6    1    3           5
Vardas2509  Pavarde2509     9    8    6   10    2          10
Vardas2510  Pavarde2510     4    4    1    0    4           9
Vardas2511  Pavarde2511     8    0    1    2    8           4
Vardas2512  Pavarde2512     7    8    0    6    8           8
Vardas2513  Pavarde2513     9    8    9    7    8           1
Vardas2514  Pavarde2514     7    0    1   10   10           9
Vardas2515  Pavarde2515     3    6    4    2   10           7
Vardas2516  Pavarde2516     0    5    7    1    6           4
Vardas2517  Pavarde2517    10   10    0    0    6          10
Vardas2518  Pavarde2518     6    4    3    4    3           6
Vardas2519  Pavarde2519     9    3    7    5    3           1
Vardas2520  Pavarde2520    10    8   10    2    2           8
Vardas2521  Pavarde2521     8    1    5    0    7           8
Vardas2522  Pavarde2522     9    4    8    6    2           2
Vardas2523  Pavarde2523     7   10    5   10    9           5
Vardas2524  Pavarde2524     7    3    2    1    2           0
Vardas2525  Pavarde2525     8    4   10    8    4           4
Vardas2526  Pavarde2526    10    0    0    5   10           9
Vardas2527  Pavarde2527    10    1    6    2    7           0
Vardas2528  Pavarde2528     4    3    9    7    9           5
Vardas2529  Pavarde2529     7    1    3    3    8           2
Vardas2530  Pavarde2530     5    2    1    3    4           4
Vardas2531  Pavarde2531     3    2    0    6    3           9
Vardas2532  Pavarde2532     2    9    9   10    2           5
Vardas2533  Pavarde2533     1    0    0    8    9           1
Vardas2534  Pavarde2534     0    2    3   10    4           0
Vardas2535  Pavarde2535     1    6   10    1    9           5
Vardas2536  Pavarde2536     2    2    5    6    2           7
Vardas2537  Pavarde2537     5    3    9    1    6           4
Vardas2538  Pavarde2538    10   10   10    2    5           7
Vardas2539  Pavarde2539     7   10    1    1    1           6
Vardas2540  Pavarde2540     9    2    6    4    9           3
Vardas2541  Pavarde2541     6    7    0    0    4           3
Vardas2542  Pavarde2542     0    4    6    0    6           0
Vardas2543  Pavarde2543     3    5    4    2   10           8
Vardas2544  Pavarde2544     4    7    7    5    1           4
Vardas2545  Pavarde2545     9    8    5    8    8           9
Vardas2546  Pavarde2546     9    5    1    5    2           3
Vardas2547  Pavarde2547     8    4    5   10    6           6
Vardas2548  Pavarde2548     5    0    8   10    6           4
Vardas2549  Pavarde2549     2    6    8    4    0           0
Vardas2550  Pavarde2550     6    1    2    7    3          10
Vardas2551  Pavarde2551     6    0   10    0    0           1
Vardas2552  Pavarde2552     9    5    3    8    4           5
Vardas2553  Pavarde2553    10    3    0    0    7           4
Vardas2554  Pavarde2554     4    8   10    2    4           6
Vardas2555  Pavarde2555     3   10    3    6    6           6
Vardas2556  Pavarde2556     1    5    8    2    0           9
Vardas2557  Pavarde2557     4   10    7    8    4           3
Vardas2558  Pavarde2558     6    6    6    9    4           3
Vardas2559  Pavarde2559     7    2    0    9    4           8
Vardas2560  Pavarde2560     9    4    7    6    1           3
Vardas2561  Pavarde2561    10    8    5   10    5           2
Vardas2562  Pavarde2562     3    2    2    6    6           0
Vardas2563  Pavarde2563    10    9    7    5    2           3
Vardas2564  Pavarde2564     5    3    3    1    5           7
Vardas2565  Pavarde2565     4    5    1    7    7           4
Vardas2566  Pavarde2566     4    6    5    8    3           4
Vardas2567  Pavarde2567     7    9    8    5    6           8
Vardas2568  Pavarde2568     9    5    8    2    6           3
Vardas2569  Pavarde2569    10    1    8    0    8           8
Vardas2570  Pavarde2570     7    9    5   10    7           1
Vardas2571  Pavarde2571    10    9    1    6    3          10
Vardas2572  Pavarde2572     2    0    8    3   10           7
Vardas2573  Pavarde2573     6    6    9    4    2           9
Vardas2574  Pavarde2574     8    7    6    9    1           9
Vardas2575  Pavarde2575     9    2    6    9    3           3
Vardas2576  Pavarde2576     7    5    7    4    3           4
Vardas2577  Pavarde2577     9    8    5    1    4           7
Vardas2578  Pavarde2578     7    0    8    7    6           8
Vardas2579  Pavarde2579     5    1   10    9    1           9
Vardas2580  Pavarde2580     0    9    6    8    8           3
Vardas2581  Pavarde2581     9    6    3    5    7           3
Vardas2582  Pavarde2582     8    7    4   10    8           4
Vardas2583  Pavarde2583     4    4    5    7   10           0
Vardas2584  Pavarde2584     6    1   10    6    9           4
Vardas2585  Pavarde2585     8    4    3    4    3           0
Vardas2586  Pavarde2586     1    0    7    2    6           8
Vardas2587  Pavarde2587     7    8    9    6    9          10
Vardas2588  Pavarde2588     7    3    7    2    2           5
Vardas2589  Pavarde2589     4    8    2   10    8           7
Vardas2590  Pavarde2590     7    1    0    0    0           8
Vardas2591  Pavarde2591     8    5    4    5    2           6
Vardas2592  Pavarde2592     5    2    6    1    4          10
Vardas2593  Pavarde2593     3    5    7    6    8           7
Vardas2594  Pavarde2594     5    9    7    9    0           8
Vardas2595  Pavarde2595     1    9    3    4    6           7
Vardas2596  Pavarde2596     5    0    8    4    8           7
Vardas2597  Pavarde2597     9    8    2    5    7           7
Vardas2598  Pavarde2598     3    2    8    7   10           6
Vardas2599  Pavarde2599     1    0    4    2   10           2
Vardas2600  Pavarde2600     3    8    7    4    8           0
Vardas2601  Pavarde2601     9    1    3    4    5           9
Vardas2602  Pavarde2602     4    7    1    5    1           6
Vardas2603  Pavarde2603     2    3    8    0   10           2
Vardas2604  Pavarde2604     4    9    1    4    6          10
Vardas2605  Pavarde2605     9    4    9    8   10           9
Vardas2606  Pavarde2606    10    0    9   10    2           4
Vardas2607  Pavarde2607     5    3    5    8    1           7
Vardas2608  Pavarde2608     5   10    8    2    0           1
Vardas2609  Pavarde2609     8    3    2    0    2           2
Vardas2610  Pavarde2610     0    2    5   10    8          10
Vardas2611  Pavarde2611     7    7    7    9    0           2
Vardas2612  Pavarde2612     3    8    9    4    0           3
Vardas2613  Pavarde2613     3    3    1    3    4           2
Vardas2614  Pavarde2614     1    0    5    9    1           7
Vardas2615  Pavarde2615     2    3    9    8    3           9
Vardas2616  Pavarde2616    10    9    0    4    9           4
Vardas2617  Pavarde2617    10    4    0    3    0           9
Vardas2618  Pavarde2618     7    1   10    6    7           3
Vardas2619  Pavarde2619     1    3    7    3    1          10
Vardas2620  Pavarde2620     8    0    4    2    9           9
Vardas2621  Pavarde2621     9   10    2    2    0           2
Vardas2622  Pavarde2622     8    1    1    9    9           9
Vardas2623  Pavarde2623    10    2    6    8    3           4
Vardas2624  Pavarde2624    10    1    5    7    0           5
Vardas2625  Pavarde2625     4   10    3    2    2           9
Vardas2626  Pavarde2626     3    1   10    7   10           6
Vardas2627  Pavarde2627     6    1    0    3    3           2
Vardas2628  Pavarde2628    10    3    4    6    6           3
Vardas2629  Pavarde2629     4    6    9    8    8           2
Vardas2630  Pavarde2630     7    1    1    5    9           2
Vardas2631  Pavarde2631     2    2    2   10    4           1
Vardas2632  Pavarde2632     1    0   10    6    2           5
Vardas2633  Pavarde2633     6    8    3    3    9          10
Vardas2634  Pavarde2634     8    5    0    7    8           3
Vardas2635  Pavarde2635     4    9    1   10    6           9
Vardas2636  Pavarde2636     1    2    0    0    9           8
Vardas2637  Pavarde2637     1    5    5    3    4           3
Vardas2638  Pavarde2638     5    4    7    6    2           4
Vardas2639  Pavarde2639    10    5    0    1    9           7
Vardas2640  Pavarde2640     6   10    3    1    9           0
Vardas2641  Pavarde2641    10    7    0    8    7           5
Vardas2642  Pavarde2642     6    7    2    5    2          10
Vardas2643  Pavarde2643     0    3    9    2    8           5
Vardas2644  Pavarde2644     9    3    0    3    4           9
Vardas2645  Pavarde2645     0    2    3    2    7           0
Vardas2646  Pavarde2646     6    9    4    8    9           8
Vardas2647  Pavarde2647     6    7    6    3    4           1
Vardas2648  Pavarde2648     6    2    6    3    0           1
Vardas2649  Pavarde2649     3    5    4    0    3           9
Vardas2650  Pavarde2650     9    7    2    2   10           1
Vardas2651  Pavarde2651     8    6   10   10    8           7
Vardas2652  Pavarde2652     2    4    8   10    1           6
Vardas2653  Pavarde2653    10    4    5    3    0          10
Vardas2654  Pavarde2654     1    3    3    5    7           3
Vardas2655  Pavarde2655     4    1    3    5    6           7
Vardas2656  Pavarde2656     0    3    6    1    7          10
Vardas2657  Pavarde2657    10    3    0    0    6           2
Vardas2658  Pavarde2658     9    2    6    3   10           8
Vardas2659  Pavarde2659    10    0    3    7    8           0
Vardas2660  Pavarde2660     9    0    6    4    3           5
Vardas2661  Pavarde2661     6   10    3    1    9           2
Vardas2662  Pavarde2662     0    3   10    4    2           8
Vardas2663  Pavarde2663     4    9    9    2    6           2
Vardas2664  Pavarde2664     1    6    5    9    4           6
Vardas2665  Pavarde2665     7    9    5    1    2           6
Vardas2666  Pavarde2666     3    5    5    3    5           1
Vardas2667  Pavarde2667     4    5    1    4    5           9
Vardas2668  Pavarde2668     0    0    1    6    6           2
Vardas2669  Pavarde2669     4    6    9    9    7           3
Vardas2670  Pavarde2670     2    9    5    0    8           1
Vardas2671  Pavarde2671     9   10    3    4    8           7
Vardas2672  Pavarde2672     0    0    5    1    4           0
Vardas2673  Pavarde2673     5   10    4    4    4          10
Vardas2674  Pavarde2674     0    3    1    3    9           3
Vardas2675  Pavarde2675     6    1    4    4    6           8
Vardas2676  Pavarde2676     4    6    0    8    2           5
Vardas2677  Pavarde2677     2    2    8    5    2           4
Vardas2678  Pavarde2678     8    8    9    9    9          10
Vardas2679  Pavarde2679     1    1    0    0    5           2
Vardas2680  Pavarde2680     6    6   10    6    3           1
Vardas2681  Pavarde2681     1    7    6    5    5           0
Vardas2682  Pavarde2682     5    1    6    8    0           6
Vardas2683  Pavarde2683     6    2    5    6    5          10
Vardas2684  Pavarde2684     7   10    8    8    9           2
Vardas2685  Pavarde2685     3    2   10    4    5           4
Vardas2686  Pavarde2686     7    4    9    0    1           1
Vardas2687  Pavarde2687     3    7    5    2    4           8
Vardas2688  Pavarde2688    10    8    3    6    4           9
Vardas2689  Pavarde2689     4    5    5    6    4           5
Vardas2690  Pavarde2690     4    8   10    1    7           1
Vardas2691  Pavarde2691     4    7    0    3    0           5
Vardas2692  Pavarde2692     3    3    1    1    4           4
Vardas2693  Pavarde2693     7    8    0    8    9           8
Vardas2694  Pavarde2694     7    1   10    9    4           9
Vardas2695  Pavarde2695     7    3    9    7    7           7
Vardas2696  Pavarde2696     8    0    7    6    6           3
Vardas2697  Pavarde2697     0    4    2    9    6           9
Vardas2698  Pavarde2698     5    4    9    3    8           1
Vardas2699  Pavarde2699     0    0    6    9    5           6
Vardas2700  Pavarde2700     5    3    9    1    8           3
Vardas2701  Pavarde2701     2    3    2    0    2           8
Vardas2702  Pavarde2702     2    8    4    9   10          10
Vardas2703  Pavarde2703     7    0    2    2    5          10
Vardas2704  Pavarde2704     5    4    1    0    7           7
Vardas2705  Pavarde2705     6    3    5    5    8           4
Vardas2706  Pavarde2706    10    0    7    4   10           5
Vardas2707  Pavarde2707     7    5    4    3    9          10
Vardas2708  Pavarde2708     2    5    4    4    6           8
Vardas2709  Pavarde2709     4    9    6    9    4           8
Vardas2710  Pavarde2710     7    8    1    3    2           3
Vardas2711  Pavarde2711     8    6    8    8    0           9
Vardas2712  Pavarde2712     3    4    3    5    4           8
Vardas2713  Pavarde2713     0    5    2    7    4           9
Vardas2714  Pavarde2714     0    7    6    9    5          10
Vardas2715  Pavarde2715     5    1    3    6    9           7
Vardas2716  Pavarde2716    10    3    9    9    8           6
Vardas2717  Pavarde2717     7    9    5    5    9           8
Vardas2718  Pavarde2718     2    3    5    6    7           1
Vardas2719  Pavarde2719     4    9    5    3    2           1
Vardas2720  Pavarde2720     5    3    4    3    8           0
Vardas2721  Pavarde2721     7    2    9    0    1           4
Vardas2722  Pavarde2722     5    4    1    9    5           6
Vardas2723  Pavarde2723     5    8    7   10    6           2
Vardas2724  Pavarde2724    10    0    7    5    9           7
Vardas2725  Pavarde2725     3    3    1    9    5           0
Vardas2726  Pavarde2726     5   10    7    4    8           8
Vardas2727  Pavarde2727     7    3    8    1    8           8
Vardas2728  Pavarde2728     8   10    7    9    3           0
Vardas2729  Pavarde2729     1    3    3    5    3           0
Vardas2730  Pavarde2730     5   10    1    6    3           0
Vardas2731  Pavarde2731     2   10    1    4   10           2
Vardas2732  Pavarde2732     0    7    1    9    2           5
Vardas2733  Pavarde2733     8    1   10    4    1           4
Vardas2734  Pavarde2734     1    6    7    9    6           0
Vardas2735  Pavarde2735    10    4    9    1    9           4
Vardas2736  Pavarde2736     8    3    9    0    9           8
Vardas2737  Pavarde2737     7    2    3   10    2           1
Vardas2738  Pavarde2738     6    4    5    3    4           5
Vardas2739  Pavarde2739     1    7    4    6    2           2
Vardas2740  Pavarde2740     4    0    6    4    9          10
Vardas2741  Pavarde2741     8    6    2    5    5          10
Vardas2742  Pavarde2742     0   10    0    9    3           6
Vardas2743  Pavarde2743     0    8   10    8    4           0
Vardas2744  Pavarde2744     3    6   10    0    5           5
Vardas2745  Pavarde2745    10    0    1    1    1           1
Vardas2746  Pavarde2746     4    5    8    6    9           6
Vardas2747  Pavarde2747     7    3    7    3    8           0
Vardas2748  Pavarde2748     0    9    0   10    5           3
Vardas2749  Pavarde2749     6    5    0    4    6           4
Vardas2750  Pavarde2750     6    3    7    1    4           1
Vardas2751  Pavarde2751     8    9   10    1    0           3
Vardas2752  Pavarde2752     8    1    4    6    6           3
Vardas2753  Pavarde2753     4    0    1    3   10           3
Vardas2754  Pavarde2754     3    7    8    9    0           0
Vardas2755  Pavarde2755     2    3    7    2   10           5
Vardas2756  Pavarde2756     4    1   10    6    9           7
Vardas2757  Pavarde2757     5    0   10    3    8           0
Vardas2758  Pavarde2758     5    8    6    2    3           3
Vardas2759  Pavarde2759     9    7   10    0    3           0
Vardas2760  Pavarde2760     1    4    3    4    2           5
Vardas2761  Pavarde2761     0    9    2    1    9           0
Vardas2762  Pavarde2762     0   10    9    6    1           1
Vardas2763  Pavarde2763     7    5    7    8   10           4
Vardas2764  Pavarde2764     1    8    5    2    7           1
Vardas2765  Pavarde2765     9    0    1    6    5           9
Vardas2766  Pavarde2766     0    9    0    5    9           2
Vardas2767  Pavarde2767     5    5    1    8    4           6
Vardas2768  Pavarde2768     1    4    6    1    2           7
Vardas2769  Pavarde2769     7    0    4    9   10           2
Vardas2770  Pavarde2770     0    6    5    8    6           3
Vardas2771  Pavarde2771     5    5    4    5    7           1
Vardas2772  Pavarde2772    10    6    2    0    4           8
Vardas2773  Pavarde2773     3    6    8    8    9           6
Vardas2774  Pavarde2774     5    3    0    4   10           5
Vardas2775  Pavarde2775     7   10    9   10    7           8
Vardas2776  Pavarde2776     4    7    2   10    9           2
Vardas2777  Pavarde2777     2    2   10    0    8           3
Vardas2778  Pavarde2778     1    7    1    4    4           7
Vardas2779  Pavarde2779     7    2    9    1    6           7
Vardas2780  Pavarde2780     4    6    5    9    5           8
Vardas2781  Pavarde2781     3    6    0    2    7          10
Vardas2782  Pavarde2782     8    0    9    6    0           8
Vardas2783  Pavarde2783     9    4    0    3    4           2
Vardas2784  Pavarde2784    10   10   10    9    9           9
Vardas2785  Pavarde2785     2    7    2    8    6           4
Vardas2786  Pavarde2786     8    5    3    9    4           2
Vardas2787  Pavarde2787     1    5    1    0    3           8
